entry_num,item_zh,item_en,compatibility,reason,pg_num,source
1,麵包;核桃,bread;walnut,good,預防心臟病,57,吃對食物健康100分
284,梨子;地瓜,pear;sweet potato,bad,使腸胃不適,147,吃對食物健康100分
285,柿子;葡萄,persimmon;grape,good,有助於攝取維生素C,148,吃對食物健康100分
286,柿子;乳酪,persimmon;cheese,good,有助於鈣的吸收,148,吃對食物健康100分
287,柿子;螃蟹,persimmon;crab,bad,凝固成不易消化的物質,148,吃對食物健康100分
288,柿子;紫菜,persimmon;nori,bad,妨礙鐵質的吸收,148,吃對食物健康100分
289,楊桃;食鹽,carambola;salt,good,平衡人體酸鹼值,149,吃對食物健康100分
290,楊桃;菠菜,carambola;spinach,good,養顏美容、抗老,149,吃對食物健康100分
291,楊桃;黃豆,carambola;soybean,bad,導致消化不良,149,吃對食物健康100分
292,楊桃;牛奶,carambola;milk,bad,影響鈣質吸收,149,吃對食物健康100分
293,蘋果;鮑魚,apple;abalone,good,預防貧血、養顏美容,151,吃對食物健康100分
294,蘋果;豬肉,apple;pork,good,消除疲勞,151,吃對食物健康100分
295,蘋果;胡蘿蔔,apple;carrot,good,保健肌膚、增加抵抗力,151,吃對食物健康100分
296,蘋果;洋蔥,apple;onion,bad,誘發甲狀腺腫,151,吃對食物健康100分
297,蘋果;蜂蜜,apple;honey,bad,可能引起腹瀉,151,吃對食物健康100分
298,橘子;核桃,mandarin orange||tangerine;walnut,good,臉色紅潤好氣色、增強體力,152,吃對食物健康100分
299,橘子;柳丁,mandarin orange||tangerine;orange,good,增強免疫力、預防感冒,152,吃對食物健康100分
300,橘子;白蘿蔔,mandarin orange||tangerine;white radish,bad,抑制對碘的吸收力,152,吃對食物健康100分
301,橘子;牛奶,mandarin orange||tangerine;milk,bad,降低營養價值,152,吃對食物健康100分
302,柳丁;美乃滋,orange;mayonnaise,good,護膚、防癌、抗老,153,吃對食物健康100分
303,柳丁;奶油,orange;butter,good,減少膽固醇吸收,153,吃對食物健康100分
304,柳丁;蝦,orange;shrimp,bad,生成不易消化物質,153,吃對食物健康100分
305,柳丁;豬肉,orange;pork,bad,生成不利消化物質,153,吃對食物健康100分
306,草莓;食鹽,strawberry;salt,good,維持人體酸鹼平衡,155,吃對食物健康100分
307,草莓;美乃滋,strawberry;mayonnaise,good,促進血液循環,155,吃對食物健康100分
308,草莓;榛果,strawberry;hazelnut,good,預防貧血、增強體力,155,吃對食物健康100分
309,草莓;燕麥,strawberry;oatmeal,bad,降低營養價值,155,吃對食物健康100分
310,草莓;地瓜,strawberry;sweet potato,bad,腸胃不適,155,吃對食物健康100分
311,蓮霧;芝麻,wax apple||java apple;sesame seed,good,恢復血氣、消除疲勞,156,吃對食物健康100分
312,蓮霧;優酪乳,wax apple||java apple;yogurt,good,補充鈣質,156,吃對食物健康100分
313,蓮霧;胡蘿蔔,wax apple||java apple;carrot,bad,破壞維生素C,156,吃對食物健康100分
314,蓮霧;蘋果,wax apple||java apple;apple,bad,產生不易消化物質,156,吃對食物健康100分
315,豬肉;大蒜,pork;garlic,good,消除疲勞、提高注意力,160,吃對食物健康100分
316,豬肉;青椒,pork;green bell pepper,good,強健脊椎、消除疲勞疼痛,160,吃對食物健康100分
317,豬肉;紅椒,pork;red bell pepper,good,強健脊椎、消除疲勞疼痛,160,吃對食物健康100分
318,豬肉;白菜,pork;napa cabbage||chinese cabbage,good,補充營養、幫助消化,160,吃對食物健康100分
319,豬肉;蘿蔔,pork;radish,good,增強體力、幫助排泄,160,吃對食物健康100分
320,豬肉;茶,pork;tea,bad,使腸蠕動減慢、吸收有害物質、容易便秘,160,吃對食物健康100分
321,豬肚;白胡椒,pork belly;white pepper,good,治療胃寒，因受寒而虛寒性的胃、十二指腸潰瘍等,161,吃對食物健康100分
322,豬肚;啤酒,pork belly;beer,bad,容易造成痛風,161,吃對食物健康100分
323,豬腸;啤酒,pork intestine;beer,bad,容易造成痛風,161,吃對食物健康100分
324,牛肚;啤酒,beef belly;beer,bad,容易造成痛風,161,吃對食物健康100分
325,豬肝;深色葉菜,pork liver;dark leafy vegetable,good,預防貧血、促進生長,163,吃對食物健康100分
326,豬肝;番茄,pork liver;tomato,good,預防貧血、增強體力,163,吃對食物健康100分
327,豬肝;花椰菜,pork liver;broccoli,bad,影響維生素C和礦物質銅、鐵的吸收,163,吃對食物健康100分
328,豬心;蘋果,pork heart;apple,good,消除疲勞、美麗肌膚,164,吃對食物健康100分
329,豬心;金針菇,pork heart;enoki mushroom||enokitake,good,安眠好入睡,164,吃對食物健康100分
330,豬心;花生,pork heart;peanut,bad,妨礙鋅的吸收,164,吃對食物健康100分
331,豬心;茶葉,pork heart;tea leaf,bad,便秘、影響鐵的吸收,164,吃對食物健康100分
332,豬血;柳橙汁,pork blood||pig blood curd;orange juice,good,幫助鐵質吸收,165,吃對食物健康100分
333,豬血;豆腐;深色葉菜,pork blood||pig blood curd;tofu;dark leafy vegetable,good,預防貧血,165,吃對食物健康100分
334,豬血;牛奶,pork blood||pig blood curd;milk,bad,抑制鐵的吸收,165,吃對食物健康100分
335,豬血;咖啡,pork blood||pig blood curd;coffee,bad,抑制鐵的吸收,165,吃對食物健康100分
336,豬腳;花生,pork shank||pork knuckle||ham hock||pork hock||pork foot;peanut,good,健胸豐乳,166,吃對食物健康100分
337,豬皮;豬腳筋;紅棗,pork crackling||pork rind;pork tendon||pork hamstring;jujube||red date||chinese date,good,養血安神,166,吃對食物健康100分
338,豬腳;黃豆,pork shank||pork knuckle||ham hock||pork hock||pork foot;soybean,bad,降低蛋白質和鈣的吸收,166,吃對食物健康100分
339,火腿;芥花油,ham;canola oil,good,消除疲勞,167,吃對食物健康100分
340,火腿;優酪乳,ham;yogurt,bad,增加致癌的危險,167,吃對食物健康100分
341,火腿;香蕉,ham;banana,bad,增加體內致癌物,167,吃對食物健康100分
342,香腸;青蔥,sausage;scallion||green onion,good,可抑制亞硝胺產生,168,吃對食物健康100分
343,香腸;綠茶,sausage;green tea,good,降低亞硝酸鹽含量,168,吃對食物健康100分
344,香腸;秋刀魚,sausage;pacific saury||mackerel pike,bad,容易在體內產生亞硝胺,168,吃對食物健康100分
345,田雞;大蒜,frog||field chicken;garlic,good,提高免疫力,169,吃對食物健康100分
346,田雞;檸檬,frog||field chicken;lemon,bad,容易造成消化不良,169,吃對食物健康100分
347,田雞;菠菜,frog||field chicken;spinach,bad,降低鈣的吸收率,169,吃對食物健康100分
348,羊肉;豆腐,lamb||mutton;tofu,good,降低膽固醇、預防上火,171,吃對食物健康100分
349,羊肉;醋,lamb||mutton;vinegar,bad,可能造成腹瀉,171,吃對食物健康100分
350,羊肉;西瓜,lamb||mutton;watermelon,bad,易使脾胃功能失調,171,吃對食物健康100分
351,羊肉;茶,lamb||mutton;tea,bad,容易造成便秘,171,吃對食物健康100分
352,牛肉;洋蔥,beef;onion,good,美膚、消除疲勞、健體提神,174,吃對食物健康100分
353,牛肉;青椒,beef;green bell pepper,good,防止動脈硬化、消除疲勞,174,吃對食物健康100分
354,牛肉;芥蘭菜,beef;chinese broccoli||chinese kale,good,預防貧血與頭痛、促進生長發育,174,吃對食物健康100分
355,牛肉;豬肉,beef;pork,bad,容易消化不良,174,吃對食物健康100分
356,牛肉;栗子,beef;chestnut,bad,容易造成腸胃不適,174,吃對食物健康100分
357,牛肉;白酒,beef;white wine,bad,容易形成脂肪肝、上火,174,吃對食物健康100分
358,烏骨雞;竹笙,silkie fowl;bamboo fungus,good,降低膽固醇的吸收,175,吃對食物健康100分
359,烏骨雞;蘋果,silkie fowl;apple,good,除疲勞、肌膚健康,175,吃對食物健康100分
360,烏骨雞;莧菜,silkie fowl;amaranth,bad,影響維生素C吸收,175,吃對食物健康100分
361,烏骨雞;大豆,silkie fowl;soybean,bad,降低食物營養價值,175,吃對食物健康100分
362,老母鴨;薑,duck;ginger root,good,溫暖身體、促進血液循環,177,吃對食物健康100分
363,鴨肉;山藥,duck;chinese yam||common yam,good,消除油膩、健脾止渴、固腎益精,177,吃對食物健康100分
364,鴨肉;胡桃,duck;walnut,bad,營養相互抵銷,177,吃對食物健康100分
365,鴨肉;鯊肉,duck;shark,bad,水腫腹瀉、消化不良,177,吃對食物健康100分
366,鵝肉;花椰菜,goose;broccoli,good,減少飲食中膽固醇的吸收,179,吃對食物健康100分
367,鵝肉;紅蘿蔔,goose;carrot,good,預防癌症、心臟病、維持眼睛與皮膚健康,179,吃對食物健康100分
368,煙燻鵝肉;啤酒,smoked goose||smoke goose;beer,bad,加重肝臟負擔,179,吃對食物健康100分
369,雞肉;青蔥,chicken;scallion||green onion,good,維持健康髮膚、提神醒腦,182,吃對食物健康100分
370,雞肉;青椒,chicken;green bell pepper,good,防止動脈硬化、保持肌膚健康,182,吃對食物健康100分
371,雞肉;高麗菜,chicken;cabbage,good,預防貧血、促進發育,182,吃對食物健康100分
372,雞肉;香菇,chicken;mushroom,good,預防中風及大腸癌,182,吃對食物健康100分
373,雞肉;大蒜,chicken;garlic,bad,滯氣、造成身體不適,182,吃對食物健康100分
374,雞肉;芥末,chicken;mustard||wasabi||horseradish,bad,容易上火、傷元氣,182,吃對食物健康100分
375,鮭魚;洋蔥,salmon;onion,good,消除疲勞、養顏美容,185,吃對食物健康100分
376,鮭魚;豆腐,salmon;tofu,good,增強腦功能、強化骨骼,185,吃對食物健康100分
377,鮭魚;菠菜,salmon;spinach,good,均衡營養、提高免疫力,185,吃對食物健康100分
378,鮭魚;柿子,salmon;persimmon,bad,不利蛋白質吸收,185,吃對食物健康100分
379,鮭魚;生小黃瓜,salmon;raw cucumber,bad,破壞蛋白質吸收,185,吃對食物健康100分
380,鱸魚;南瓜,sea bass||seabass||perch||pike||walleye;pumpkin,good,可預防感冒,187,吃對食物健康100分
381,鱸魚;紅辣椒,sea bass||seabass||perch||pike||walleye;red pepper,good,保護眼睛,187,吃對食物健康100分
382,鱸魚;海帶,sea bass||seabass||perch||pike||walleye;kelp,good,強化骨骼及牙齒,187,吃對食物健康100分
383,鱸魚;蛤蜊,sea bass||seabass||perch||pike||walleye;clam,bad,破壞銅元素的吸收,187,吃對食物健康100分
384,鱸魚;乳酪,sea bass||seabass||perch||pike||walleye;cheese,bad,腹瀉,187,吃對食物健康100分
385,鱈魚;牛奶,cod;milk,good,補充鈣質的不足,188,吃對食物健康100分
386,鱈魚;南瓜,cod;pumpkin,good,預防感冒、肌膚乾裂,188,吃對食物健康100分
387,鱈魚;烤香腸,cod;grilled sausage,bad,造成致癌的可能,188,吃對食物健康100分
388,鱈魚;高鹽食物,cod;salty food,bad,降低鉀的功效,188,吃對食物健康100分
389,鯧魚;牛奶,pomfret;milk,good,促進兒童成長發育,189,吃對食物健康100分
390,鯧魚;南瓜,pomfret;pumpkin,good,補充不足營養素,189,吃對食物健康100分
391,鯧魚;牛油,pomfret;beef tallow||beef lard,bad,增加膽固醇含量,189,吃對食物健康100分
392,鯧魚;溫水,pomfret;warm water,bad,使鮮味消失,189,吃對食物健康100分
393,鮪魚;山藥,tuna;chinese yam||common yam,good,預防動脈硬化,191,吃對食物健康100分
394,鮪魚;花椰菜,tuna;broccoli,good,有益兒童的成長發育,191,吃對食物健康100分
395,鮪魚;蘆筍,tuna;asparagus,good,達到美膚效果,191,吃對食物健康100分
396,鮪魚;生小黃瓜,tuna;raw cucumber,bad,破壞蛋白質吸收,191,吃對食物健康100分
397,鮪魚;葡萄,tuna;grape,bad,影響蛋白質吸收,191,吃對食物健康100分
398,白帶魚;胡蘿蔔,largehead hairtail;carrot,good,提昇記憶力、注意力,192,吃對食物健康100分
399,白帶魚;芝麻,largehead hairtail;sesame seed,good,強化骨骼,192,吃對食物健康100分
400,白帶魚;牛油,largehead hairtail;beef tallow||beef lard,bad,膽固醇增高,192,吃對食物健康100分
401,白帶魚;羊油,largehead hairtail;mutton fat||mutton oil||lamb fat||lamb oil,bad,膽固醇增高,192,吃對食物健康100分
402,白帶魚;牛奶,largehead hairtail;milk,bad,破壞鎂的吸收,192,吃對食物健康100分
403,鰻魚;枸杞,eel;goji berry||wolfberry,good,預防心血管疾病,193,吃對食物健康100分
404,鰻魚;生蔬菜,eel;raw vegetable,good,補充維生素C,193,吃對食物健康100分
405,鰻魚;橘子,eel;mandarin orange||tangerine,bad,影響蛋白質吸收,193,吃對食物健康100分
406,鰻魚;牛肝,eel;beef liver,bad,引發心血管疾病,193,吃對食物健康100分
407,吳郭魚;蔥,tilapia;scallion||green onion,good,滋養強身、穩定精神,195,吃對食物健康100分
408,吳郭魚;豆腐,tilapia;tofu,good,減緩更年期不適,195,吃對食物健康100分
409,吳郭魚;番茄,tilapia;tomato,good,促進生長、增強記憶,195,吃對食物健康100分
410,吳郭魚;菠菜,tilapia;spinach,bad,破壞鈣質的吸收,195,吃對食物健康100分
411,吳郭魚;葡萄,tilapia;grape,bad,降低蛋白質吸收,195,吃對食物健康100分
412,石斑;花椰菜,grouper;broccoli,good,減緩更年期不適,196,吃對食物健康100分
413,石斑;牛奶,grouper;milk,good,強化骨骼、有助發育,196,吃對食物健康100分
414,石斑;木瓜,grouper;papaya,good,幫助蛋白質吸收,196,吃對食物健康100分
415,石斑;柿子,grouper;persimmon,bad,降低蛋白質吸收,196,吃對食物健康100分
416,鱔魚;蓮藕,asian swamp eel;lotus root,good,達到酸鹼平衡,197,吃對食物健康100分
417,鱔魚;豆腐,asian swamp eel;tofu,good,鈣質吸收加倍,197,吃對食物健康100分
418,鱔魚;狗肉,asian swamp eel;dog,bad,引發熱性疾病,197,吃對食物健康100分
419,鱔魚;菠菜,asian swamp eel;spinach,bad,易導致腹瀉,197,吃對食物健康100分
420,螃蟹;蘆筍,crab;asparagus,good,強化骨骼及牙齒,199,吃對食物健康100分
421,螃蟹;豆腐,crab;tofu,good,恢復體力、防止老化,199,吃對食物健康100分
422,螃蟹;青椒,crab;green bell pepper,good,營養均衡、幫助消化,199,吃對食物健康100分
423,螃蟹;茶葉,crab;tea leaf,bad,腸蠕動變慢、便秘,199,吃對食物健康100分
424,螃蟹;牡蠣,crab;oyster,bad,造成血膽固醇升高,199,吃對食物健康100分
425,蝦;南瓜,shrimp;pumpkin,good,預防黑斑及皺紋,202,吃對食物健康100分
426,蝦;麵粉料理,shrimp;flour dish,good,消除疲勞、增強體力,202,吃對食物健康100分
427,蝦;酪梨,shrimp;avocado,good,預防心血管疾病,202,吃對食物健康100分
428,蝦;番茄,shrimp;tomato,good,提昇心臟、肝臟功能,202,吃對食物健康100分
429,蝦;木瓜,shrimp;papaya,good,幫助蛋白質吸收,202,吃對食物健康100分
430,蝦;柿子,shrimp;persimmon,bad,降低蛋白質吸收、刺激腸胃,202,吃對食物健康100分
431,蝦;果汁,shrimp;juice,bad,造成腹漲和腹痛,202,吃對食物健康100分
432,牡蠣;菠菜,oyster;spinach,good,減緩更年期不適,203,吃對食物健康100分
433,牡蠣;牛奶,oyster;milk,good,強化骨骼、助發育,203,吃對食物健康100分
434,牡蠣;蠶豆,oyster;broad bean,bad,降低鋅的吸收,203,吃對食物健康100分
435,牡蠣;鹽,oyster;salt,bad,易攝取過量鈉,203,吃對食物健康100分
436,蛤蜊;薑,clam;ginger root,good,退火解熱、殺菌,205,吃對食物健康100分
437,蛤蜊;菠菜,clam;spinach,good,改善貧血、促進發育,205,吃對食物健康100分
438,蛤蜊;胡蘿蔔,clam;carrot,good,保護眼睛、增進視力,205,吃對食物健康100分
439,蛤蜊;牡蠣,clam;oyster,bad,破壞鐵的吸收,205,吃對食物健康100分
440,魷魚;辣椒,squid;chili pepper,good,均衡營養、幫助消化,206,吃對食物健康100分
441,魷魚;玉米,squid;corn,good,提昇維生素B6功效,206,吃對食物健康100分
442,魷魚;茶,squid;tea,bad,降低蛋白質吸收,206,吃對食物健康100分
443,魷魚;番茄醬,squid;ketchup,bad,加重腎臟負擔,206,吃對食物健康100分
444,透柚;南瓜,pomelo;pumpkin,good,護眼、增進視力,207,吃對食物健康100分
445,透柚;花椰菜,pomelo;broccoli,good,預防感冒、助消化,207,吃對食物健康100分
446,透柚;酸性果汁,pomelo;acidic juice||sour juice,bad,破壞蛋白質吸收,207,吃對食物健康100分
447,螺;胡蘿蔔,winkle fish;carrot,good,保護眼睛、增進視力,208,吃對食物健康100分
448,螺;奶油,winkle fish;butter,good,促進鈣質吸收,208,吃對食物健康100分
449,螺;橘子,winkle fish;mandarin orange||tangerine,bad,影響胃腸消化,208,吃對食物健康100分
450,螺;蛤蜊,winkle fish;clam,bad,刺激腸胃、腹瀉,208,吃對食物健康100分
451,九孔;花椰菜,variously coloured abalone;broccoli,good,美化皮膚,209,吃對食物健康100分
452,九孔;牛奶,variously coloured abalone;milk,good,促進發育、減緩更年期不適,209,吃對食物健康100分
453,九孔;橘子,variously coloured abalone;mandarin orange||tangerine,bad,易形成結石,209,吃對食物健康100分
454,九孔;牡蠣,variously coloured abalone;oyster,bad,影響鐵質的吸收,209,吃對食物健康100分
455,海參;羊肉,sea cucumber;lamb||mutton,good,強身健體、補充體力,210,吃對食物健康100分
456,海參;木耳,sea cucumber;black fungus (wood ear),good,有益筋骨、排便,210,吃對食物健康100分
457,海參;柿子,sea cucumber;persimmon,bad,腹痛、噁心、嘔吐,210,吃對食物健康100分
458,海帶;鯛魚,kelp;snapper||sea bream,good,預防慢性病,211,吃對食物健康100分
459,海帶;毛豆,kelp;edamame,good,改善便秘、降血壓,211,吃對食物健康100分
460,海帶;茶,kelp;tea,bad,影響鐵、鈣的吸收,211,吃對食物健康100分
461,海帶;菠菜,kelp;spinach,bad,易在體內形成結石,211,吃對食物健康100分
462,紫菜;蜂蜜,nori;honey,good,有益呼吸道,212,吃對食物健康100分
463,紫菜;烏賊,nori;cuttlefish||squid,good,美容、強化體質,212,吃對食物健康100分
464,紫菜;柿子,nori;persimmon,bad,影響鈣質吸收,212,吃對食物健康100分
465,紫菜;深色葉菜,nori;dark leafy vegetable,bad,易形成結石,212,吃對食物健康100分
466,雞蛋;番茄,egg;tomato,good,健美抗癌老,216,吃對食物健康100分
467,雞蛋;蔬菜,egg;vegetable,good,促進營養均衡,216,吃對食物健康100分
468,雞蛋;絲瓜,egg;sponge gourd||loofah,good,解熱消毒、補血通乳,216,吃對食物健康100分
469,雞蛋;大豆,egg;soybean,good,蛋白營養加倍,216,吃對食物健康100分
470,雞蛋;橘子,egg;mandarin orange||tangerine,bad,消化不良,216,吃對食物健康100分
471,雞蛋;茶葉,egg;tea leaf,bad,影響營養素的吸收,216,吃對食物健康100分
472,雞蛋;味精,egg;MSG,bad,影響雞蛋的原味,216,吃對食物健康100分
473,鹹蛋;苦瓜,salted egg;bitter melon||bitter gourd,good,提昇鈣質吸收,217,吃對食物健康100分
474,鹹蛋;節瓜,salted egg;jointed wax gourd||zucchini,good,消暑、鈣質加倍,217,吃對食物健康100分
475,鹹蛋;蔥,salted egg;scallion||green onion,bad,易造成草酸鈣結石,217,吃對食物健康100分
476,鹹蛋;碳酸飲料,salted egg;carbonated drink||carbonate drink,bad,影響鈣質吸收,217,吃對食物健康100分
477,皮蛋;番茄,century egg||preserved egg||preserve egg;tomato,good,消暑止渴、改善小便黃,218,吃對食物健康100分
478,皮蛋;青椒,century egg||preserved egg||preserve egg;green bell pepper,good,促進消化、養顏美容,218,吃對食物健康100分
479,皮蛋;紅茶,century egg||preserved egg||preserve egg;black tea,bad,影響鐵質的吸收,218,吃對食物健康100分
480,皮蛋;貝類,century egg||preserved egg||preserve egg;shellfish,bad,影響鐵質的吸收,218,吃對食物健康100分
481,冰牛奶;蜂蜜,cold milk;honey,good,增強免疫力,219,吃對食物健康100分
482,牛奶;木瓜,milk;papaya,good,美容護膚,219,吃對食物健康100分
483,牛奶;韭菜,milk;garlic chive||chinese leek||chinese chive,bad,降低鈣質吸收,219,吃對食物健康100分
484,牛奶;酸性果汁,milk;acidic juice||sour juice,bad,降低營養價值,219,吃對食物健康100分
485,乳酪;柑橘類,cheese;citrus,good,有益鈣質吸收,220,吃對食物健康100分
486,乳酪;鮭魚,cheese;salmon,good,強化骨骼及牙齒,220,吃對食物健康100分
487,乳酪;深色葉菜,cheese;dark leafy vegetable,bad,易形成草酸性結石,220,吃對食物健康100分
488,乳酪;羊肉,cheese;lamb||mutton,bad,口味功效皆不合,220,吃對食物健康100分
489,優酪乳;綠茶粉,yogurt;green tea powder,good,保健效果加倍,221,吃對食物健康100分
490,優酪乳;草莓,yogurt;strawberry,good,美化膚質、瘦身,221,吃對食物健康100分
491,優酪乳;香腸,yogurt;sausage,bad,易產生致癌物質,221,吃對食物健康100分
492,優酪乳;火腿,yogurt;ham,bad,易產生致癌物質,221,吃對食物健康100分
493,優酪乳;深色葉菜,yogurt;dark leafy vegetable,bad,易形成結石,221,吃對食物健康100分
494,豆腐;魚,tofu;fish,good,提高20倍鈣的吸收量,223,吃對食物健康100分
495,豆腐;雞蛋,tofu;egg,good,增進蛋白質的吸收,223,吃對食物健康100分
496,豆腐;海帶,tofu;kelp,good,維持甲狀腺功能,223,吃對食物健康100分
497,豆腐;菠菜,tofu;spinach,bad,易形成草酸性結石,223,吃對食物健康100分
498,豆腐;碳酸飲料,tofu;carbonated drink||carbonate drink,bad,降低鈣的吸收,223,吃對食物健康100分
499,黃豆;糙米,soybean;brown rice,good,營養均衡、功效加倍,224,吃對食物健康100分
500,黃豆;雞蛋,soybean;egg,good,蛋白質營養加倍,224,吃對食物健康100分
501,黃豆;優酪乳,soybean;yogurt,bad,影響鈣質吸收,224,吃對食物健康100分
502,黃豆;豬肉,soybean;pork,bad,降低營養素價值,224,吃對食物健康100分
503,豆漿;酪梨,soy milk||soymilk;avocado,good,維生素B群加倍,225,吃對食物健康100分
504,豆漿;白米,soy milk||soymilk;white rice,good,優質蛋白質加倍,225,吃對食物健康100分
505,豆漿;生雞蛋,soy milk||soymilk;raw egg,bad,容易引發腸胃炎,225,吃對食物健康100分
506,豆漿;紅糖,soy milk||soymilk;brown sugar,bad,降低營養價值,225,吃對食物健康100分
507,紅豆;百合,azuki bean||adzuki bean;lily bulb||lily bud,good,補充氣血、健康加分,226,吃對食物健康100分
508,紅豆;紫米,azuki bean||adzuki bean;black rice,good,婦女補血聖品,226,吃對食物健康100分
509,紅豆;茶,azuki bean||adzuki bean;tea,bad,降低鐵質的吸收,226,吃對食物健康100分
510,紅豆;羊肉,azuki bean||adzuki bean;lamb||mutton,bad,降低溫補功效,226,吃對食物健康100分
511,綠豆;薏仁,mung bean||green gram;job's tear||pearl barley,good,維生素B1倍增,227,吃對食物健康100分
512,綠豆;南瓜,mung bean||green gram;pumpkin,good,保健功效加分,227,吃對食物健康100分
513,綠豆;魚,mung bean||green gram;fish,bad,破壞維生素B1吸收,227,吃對食物健康100分
514,綠豆;羊肉,mung bean||green gram;lamb||mutton,bad,降低溫補功效,227,吃對食物健康100分
515,花豆;地瓜,runner bean||kidney bean||pinto bean;sweet potato,good,維生素充足豐富,228,吃對食物健康100分
516,花豆;紅豆,runner bean||kidney bean||pinto bean;azuki bean||adzuki bean,good,促進生長發育,228,吃對食物健康100分
517,花豆;咖啡,runner bean||kidney bean||pinto bean;coffee,bad,破壞維生素B1的營養,228,吃對食物健康100分
518,花豆;乳酪,runner bean||kidney bean||pinto bean;cheese,bad,造成鉀元素的流失,228,吃對食物健康100分
519,蔥;豬肉,scallion||green onion;pork,good,增強體力、預防老年癡呆,231,吃對食物健康100分
520,蔥;紅棗,scallion||green onion;jujube||red date||chinese date,good,維生素C的營養加倍,231,吃對食物健康100分
521,蔥;毛豆,scallion||green onion;edamame,good,安定神經、改善失眠,231,吃對食物健康100分
522,蔥;豆腐,scallion||green onion;tofu,bad,易形成草酸性結石,231,吃對食物健康100分
523,蔥;蜂蜜,scallion||green onion;honey,bad,易造成腹瀉,231,吃對食物健康100分
524,薑;醋,ginger root;vinegar,good,減緩噁心、嘔吐症狀,233,吃對食物健康100分
525,薑;皮蛋,ginger root;century egg||preserved egg||preserve egg,good,延緩老化、保持青春,233,吃對食物健康100分
526,薑;蟹,ginger root;crab,good,袪寒、殺菌、解毒,233,吃對食物健康100分
527,薑;酒,ginger root;wine||liqueur,bad,容易造成火氣大,233,吃對食物健康100分
528,薑;兔肉,ginger root;rabbit,bad,易導致腹瀉,233,吃對食物健康100分
529,大蒜;花椰菜,garlic;broccoli,good,防癌效果加倍,235,吃對食物健康100分
530,大蒜;豬肉,garlic;pork,good,增強體力、幫助腦部發育,235,吃對食物健康100分
531,大蒜;小黃瓜,garlic;cucumber,good,瘦身養顏抗老化,235,吃對食物健康100分
532,大蒜;芒果,garlic;mango,bad,對胃腸不適,235,吃對食物健康100分
533,大蒜;羊肉,garlic;lamb||mutton,bad,易造成體內燥熱,235,吃對食物健康100分
534,辣椒;烏賊,chili pepper;cuttlefish||squid,good,降低血壓及膽固醇,236,吃對食物健康100分
535,辣椒;綠葉蔬菜,chili pepper;green leafy vegetable,good,預防癌症及動脈硬化,236,吃對食物健康100分
536,辣椒;生胡蘿蔔,chili pepper;raw carrot,bad,破壞維生素C的營養,236,吃對食物健康100分
537,辣椒;豬肝,chili pepper;pork liver,bad,破壞維生素C的功效,236,吃對食物健康100分
538,芥末油;西芹,mustard oil;celery,good,養顏美容、增加免疫系統,237,吃對食物健康100分
539,芥末油;菠菜,mustard oil;spinach,good,促進食慾、改善貧血,237,吃對食物健康100分
540,芥末;雞肉,mustard||wasabi||horseradish;chicken,bad,火氣大,237,吃對食物健康100分
541,香菜;豆腐,parsley||coriander||cilantro;tofu,good,預防更年期障礙,238,吃對食物健康100分
542,香菜;豬瘦肉,parsley||coriander||cilantro;lean pork,good,預防貧血、補充鐵質,238,吃對食物健康100分
543,香菜;生黃瓜,parsley||coriander||cilantro;raw cucumber,bad,破壞維生素C的營養,238,吃對食物健康100分
544,香菜;生胡蘿蔔,parsley||coriander||cilantro;raw carrot,bad,營養價值降低,238,吃對食物健康100分
545,九層塔;蛋,basil;egg,good,改善經期不順,239,吃對食物健康100分
546,九層塔;茄子,basil;eggplant,good,抗老化,239,吃對食物健康100分
547,九層塔;香菜,basil;parsley||coriander||cilantro,bad,易造成黑色素沉,239,吃對食物健康100分
548,九層塔;咖哩,basil;curry,bad,易造成早產,239,吃對食物健康100分
549,咖哩;馬鈴薯,curry;potato,good,營養素均衡,241,吃對食物健康100分
550,咖哩;洋蔥,curry;onion,good,調節血壓、祛寒,241,吃對食物健康100分
551,咖哩;胡蘿蔔,curry;carrot,good,維生素A營養加倍,241,吃對食物健康100分
552,咖哩;羊肉,curry;lamb||mutton,bad,容易火氣大、造成便秘,241,吃對食物健康100分
553,黑胡椒;牛肉,black pepper;beef,good,增進食慾、祛寒補血,242,吃對食物健康100分
554,胡椒;豬肝,pepper;pork liver,good,增強造血機能,242,吃對食物健康100分
555,胡椒;酒,pepper;wine||liqueur,bad,引發腸胃道疾病,242,吃對食物健康100分
556,胡椒;芥末,pepper;mustard||wasabi||horseradish,bad,刺激眼睛和消化道,242,吃對食物健康100分
557,花椒;豆腐,bunge prickly ash||bunge pricklyash;tofu,good,解毒健胃、補充鈣質,243,吃對食物健康100分
558,花椒;豬瘦肉,bunge prickly ash||bunge pricklyash;lean pork,good,去腥開胃、補充鐵質,243,吃對食物健康100分
559,花椒;羊肉,bunge prickly ash||bunge pricklyash;lamb||mutton,bad,火氣大、便秘,243,吃對食物健康100分
560,醋;骨頭湯,vinegar;bone broth,good,增加鈣質吸收,245,吃對食物健康100分
561,醋;芝麻,vinegar;sesame seed,good,幫助鐵質鈣質吸收,245,吃對食物健康100分
562,醋;酒,vinegar;wine||liqueur,bad,造成胃發炎,245,吃對食物健康100分
563,醋;胡蘿蔔,vinegar;carrot,bad,破壞類胡蘿蔔素,245,吃對食物健康100分
564,醋;綠色青菜,vinegar;green vegetable,bad,破壞青菜的營養價值,245,吃對食物健康100分
